car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,manufacture,engine,Seats,company
Honda Amaze E i-Dtech,327516.0,74809,Diesel,Manual,2013,1498,5,Honda
Hyundai i20 1.2 Magna,365100.0,33560,Petrol,Manual,2011,1197,5,Hyundai
Hyundai i10 Sportz AT,383892.0,40821,Petrol,Automatic,2011,1197,5,Hyundai
Mercedes-Benz C-Class C 220 CDI Celebration Edition,2114093.0,58000,Diesel,Automatic,2014,2143,5,Mercedes-Benz
Ford Figo Petrol EXI,218791.0,75991,Petrol,Manual,2010,1196,5,Ford
Maruti Swift ZXI ABS,238926.0,136432,Petrol,Manual,2008,1298,5,Maruti
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2315436.0,83000,Diesel,Automatic,2016,2755,8,Toyota
Hyundai Santro Xing GLS,148993.0,51915,Petrol,Manual,2008,1086,5,Hyundai
Volkswagen Polo GT TSI,738255.0,63100,Petrol,Automatic,2014,1197,5,Volkswagen
BMW X1 sDrive20d xLine,6107382.0,9000,Diesel,Automatic,2021,1995,5,BMW
Hyundai Santro Xing GL Plus,436241.0,46833,Petrol,Manual,2012,1086,5,Hyundai
Hyundai Verna 1.6 CRDi EX MT,704697.0,78744,Diesel,Manual,2012,1582,5,Hyundai
Maruti Swift VDI BSIV,657718.0,79542,Diesel,Manual,2014,1248,5,Maruti
Honda City 1.5 V AT,617449.0,96000,Petrol,Automatic,2010,1497,5,Honda
Kia Sonet GTX Plus Turbo iMT,1778523.0,13000,Petrol,Manual,2021,998,5,Kia
Maruti Swift VDI BSIV,510067.0,44521,Diesel,Manual,2010,1248,5,Maruti
Hyundai Grand i10 1.2 Kappa Sportz Option AT,734228.0,29927,Petrol,Automatic,2017,1197,5,Hyundai
Honda CR-V 2.0L 2WD AT,2651006.0,48019,Petrol,Automatic,2017,1997,5,Honda
Hyundai Grand i10 Asta Option,906040.0,27311,Petrol,Manual,2017,1197,5,Hyundai
Mahindra XUV500 W11 Option AWD,2751677.0,14000,Diesel,Manual,2021,2179,7,Mahindra
Hyundai i10 Magna 1.2,422818.0,64640,Petrol,Manual,2009,1197,5,Hyundai
Honda City i VTEC S,669798.0,96505,Petrol,Manual,2012,1497,5,Honda
Hyundai Venue S Opt,1295302.0,3500,Petrol,Manual,2022,1197,5,Hyundai
Tata Nexon 1.2 Revotron XT,1147651.0,42374,Petrol,Manual,2018,1198,5,Tata
Maruti Baleno 1.3 Alpha,953020.0,45879,Diesel,Manual,2016,1248,5,Maruti
Maruti Ciaz VDi Plus SHVS,767785.0,120000,Diesel,Manual,2016,1248,5,Maruti
Hyundai Grand i10 Asta,630872.0,89680,Petrol,Manual,2015,1197,5,Hyundai
BMW 3 Series 320d,1711409.0,99000,Diesel,Automatic,2012,1995,5,BMW
Maruti Zen VXI,147651.0,90000,Petrol,Manual,1998,993,5,Maruti
BMW X5 xDrive 30d Design Pure Experience 5 Seater,8020134.0,27000,Diesel,Automatic,2018,2993,5,BMW
Skoda Superb Elegance 2.0 TDI CR AT,1966442.0,79776,Diesel,Automatic,2015,1968,5,Skoda
Skoda Octavia 2.0 TDI MT Style,1979865.0,108000,Diesel,Manual,2017,1968,5,Skoda
Volkswagen Vento 1.5 TDI Highline BSIV,1268456.0,58000,Diesel,Manual,2019,1498,5,Volkswagen
Skoda Octavia 1.8 TSI AT L K,3053691.0,32067,Petrol,Automatic,2018,1798,5,Skoda
Toyota Innova Crysta 2.4 VX MT BSIV,2617449.0,52187,Diesel,Manual,2017,2393,7,Toyota
BMW 5 Series 530d M Sport,7885906.0,17100,Diesel,Automatic,2019,2993,5,BMW
MG Hector Plus Sharp DCT,2604026.0,9562,Petrol,Automatic,2021,1451,6,MG
MG Hector Sharp Diesel MT BSIV,2429530.0,36388,Diesel,Manual,2019,1956,5,MG
Mercedes-Benz C-Class C 250 CDI Elegance,1308724.0,45000,Diesel,Automatic,2011,2143,5,Mercedes-Benz
Jeep Compass 2.0 Sport Plus BSIV,2382550.0,36149,Diesel,Manual,2019,1956,5,Jeep
Kia Seltos GTX Plus,2275167.0,20155,Petrol,Manual,2020,1353,5,Kia
MG Hector Sharp AT BSIV,2248322.0,51904,Petrol,Automatic,2019,1451,5,MG
Volkswagen Polo GT TSI,973154.0,54000,Petrol,Automatic,2015,1197,5,Volkswagen
Kia Seltos GTX Plus,2100671.0,31727,Petrol,Manual,2019,1353,5,Kia
Mahindra XUV500 AT W10 FWD,1939597.0,73986,Diesel,Automatic,2017,2179,7,Mahindra
Kia Sonet 1.5 GTX Plus Diesel,1912751.0,7100,Diesel,Manual,2021,1493,5,Kia
Kia Sonet GTX Plus Turbo iMT,1872483.0,5397,Petrol,Manual,2021,998,5,Kia
BMW X3 xDrive 20d Luxury Line,6644295.0,65000,Diesel,Automatic,2018,1995,5,BMW
Maruti Swift Dzire VXI,637583.0,80000,Petrol,Manual,2013,1197,5,Maruti
BMW 7 Series 730Ld Sedan,3187919.0,69000,Diesel,Automatic,2010,2993,5,BMW
Toyota Fortuner 4x2 Manual,2348993.0,89000,Diesel,Manual,2014,2982,7,Toyota
Hyundai Santa Fe 4X4,1107382.0,95254,Diesel,Manual,2013,2199,7,Hyundai
Hyundai Creta 1.6 VTVT SX Plus,1409395.0,51000,Petrol,Manual,2016,1591,5,Hyundai
Hyundai i10 Sportz AT,530201.0,62000,Petrol,Automatic,2014,1197,5,Hyundai
Tata Hexa XT,1657718.0,120000,Diesel,Manual,2017,2179,7,Tata
Tata Harrier XZA Plus Dark Edition AT 2020-2022,3456375.0,2000,Diesel,Automatic,2022,1956,5,Tata
Volkswagen Polo Cup Edition Comfortline,919463.0,46000,Petrol,Manual,2017,999,5,Volkswagen
Maruti Ertiga SHVS ZDI Plus,1268456.0,65000,Diesel,Manual,2017,1248,7,Maruti
Maruti Alto K10 VXI,570469.0,22248,Petrol,Manual,2017,998,5,Maruti
Honda City i VTEC S,771812.0,73000,Petrol,Manual,2013,1497,5,Honda
Volkswagen Polo GT 1.0 TSI,1536912.0,54000,Petrol,Automatic,2021,999,5,Volkswagen
Honda Civic 1.8 (E) MT,348993.0,90000,Petrol,Manual,2006,1799,5,Honda
Jeep Compass Model S DCT,3657718.0,15000,Petrol,Automatic,2021,1368,5,Jeep
Kia Seltos GTX Plus AT D,2442953.0,30000,Diesel,Automatic,2021,1493,5,Kia
Jaguar XF 2.2 Litre Luxury,3751677.0,26000,Diesel,Automatic,2016,2179,5,Jaguar
Mahindra Scorpio SLX 2.6 Turbo 7 Str,469798.0,155000,Diesel,Manual,2006,2609,7,Mahindra
Mercedes-Benz GLA Class 200 Sport,4597315.0,29366,Petrol,Automatic,2019,1991,5,Mercedes-Benz
Volkswagen Polo 1.2 MPI Highline,906040.0,28211,Petrol,Manual,2016,1198,5,Volkswagen
Kia Seltos GTX DCT,2248322.0,40000,Petrol,Automatic,2019,1353,5,Kia
BMW 5 Series 520d Luxury Line,3288590.0,54000,Diesel,Automatic,2015,1995,5,BMW
Mahindra XUV500 W8 2WD,1375838.0,82000,Diesel,Manual,2015,2179,7,Mahindra
Hyundai Verna 1.6 SX VTVT,624161.0,117000,Petrol,Manual,2011,1591,5,Hyundai
Mahindra Scorpio S10 8 Seater,1510067.0,111000,Diesel,Manual,2015,2179,8,Mahindra
Maruti Swift Dzire AMT ZDI Plus,1067114.0,108000,Diesel,Automatic,2018,1248,5,Maruti
Maruti Omni 8 Seater BSIV,442953.0,4000,Petrol,Manual,2017,796,5,Maruti
Toyota Innova 2.5 V Diesel 7-seater,919463.0,290000,Diesel,Manual,2011,2494,7,Toyota
Ford Endeavour 3.2 Titanium AT 4X4,4818791.0,35000,Diesel,Automatic,2019,3198,7,Ford
MG Hector Sharp DCT,2409395.0,13000,Petrol,Automatic,2020,1451,5,MG
Ford Freestyle Titanium Petrol BSIV,657718.0,60000,Petrol,Manual,2018,1194,5,Ford
Ford Ecosport 1.5 Diesel Titanium Plus,1308724.0,90000,Diesel,Manual,2018,1498,5,Ford
Mercedes-Benz GLA Class 200 d Sport,4530201.0,16975,Diesel,Automatic,2019,2143,5,Mercedes-Benz
Hyundai Grand i10 Magna Petrol BSIV,771812.0,11000,Petrol,Manual,2018,1197,5,Hyundai
Skoda Rapid 1.5 TDI Style BSIV,1322147.0,59000,Diesel,Manual,2018,1498,5,Skoda
Maruti Wagon R LXI DUO BSIII,302013.0,46000,Lpg,Manual,2008,1061,5,Maruti
Maruti Alto LXi BSII,181208.0,80000,Petrol,Manual,2004,796,5,Maruti
Hyundai i20 Petrol Asta Option,1006711.0,25000,Petrol,Manual,2019,1197,5,Hyundai
Hyundai i20 1.2 Asta,973154.0,54801,Petrol,Manual,2018,1197,5,Hyundai
Maruti Vitara Brezza ZDi,1161073.0,130000,Diesel,Manual,2017,1248,5,Maruti
Hyundai Accent Executive,416107.0,71000,Petrol,Manual,2013,1495,5,Hyundai
Hyundai Venue SX iMT,1402684.0,14115,Petrol,Manual,2019,998,5,Hyundai
Honda Amaze VX Petrol BSIV,1006711.0,30000,Petrol,Manual,2019,1199,5,Honda
BMW X3 xDrive20d xLine,5362416.0,63170,Diesel,Automatic,2017,1995,5,BMW
Toyota Corolla Executive (HE),395973.0,80000,Petrol,Manual,2006,1794,5,Toyota
Mercedes-Benz CLA 200 CDI Sport,4422818.0,47253,Diesel,Automatic,2018,2143,5,Mercedes-Benz
Mahindra Xylo E4,395973.0,56117,Diesel,Manual,2009,2498,7,Mahindra
Mercedes-Benz CLA 200 CDI Sport,4557046.0,14324,Diesel,Automatic,2018,2143,5,Mercedes-Benz
Mercedes-Benz C-Class C 200 CGI,4624161.0,27600,Petrol,Automatic,2018,1991,5,Mercedes-Benz
Skoda Octavia 1.8 TSI AT Style,2616107.0,38391,Petrol,Automatic,2018,1798,5,Skoda
Audi A4 35 TDI Premium Plus,4355704.0,49000,Diesel,Automatic,2018,1968,5,Audi
Ford Ecosport 1.5 Diesel Trend Plus BSIV,1040268.0,45000,Diesel,Manual,2017,1498,5,Ford
Chevrolet Cruze LTZ AT,932885.0,68000,Diesel,Automatic,2014,1998,5,Chevrolet
Maruti Baleno 1.3 Alpha,1107382.0,67000,Diesel,Manual,2018,1248,5,Maruti
Hyundai i20 1.2 Asta,1040268.0,80000,Petrol,Manual,2018,1197,5,Hyundai
Volkswagen Polo 1.2 MPI Highline,906040.0,62000,Petrol,Manual,2016,1199,5,Volkswagen
Tata New Safari Dicor VX 4X2,335570.0,50000,Diesel,Manual,2009,2179,7,Tata
Mahindra XUV500 W8 2WD,932885.0,100000,Diesel,Manual,2012,2179,7,Mahindra
Honda City GXi,369127.0,75000,Petrol,Manual,2006,1497,5,Honda
Mahindra XUV500 W6 2WD,872483.0,120000,Diesel,Manual,2014,2179,7,Mahindra
Mercedes-Benz B Class B200 CDI Sport,2342281.0,37000,Diesel,Automatic,2016,2143,5,Mercedes-Benz
Toyota Etios Cross 1.4 GD,932885.0,79000,Diesel,Manual,2015,1364,5,Toyota
Ford Fiesta 1.4 Duratec ZXI,241610.0,80000,Petrol,Manual,2007,1388,5,Ford
Maruti Celerio VXI,637583.0,14000,Petrol,Manual,2014,998,5,Maruti
Maruti Celerio ZXI AMT Optional,704697.0,28217,Petrol,Automatic,2018,998,5,Maruti
Maruti Wagon R LXI,187919.0,90000,Petrol,Manual,2003,998,5,Maruti
Honda City 1.5 GXI,248322.0,120000,Petrol,Manual,2005,999,5,Honda
Volkswagen Vento 1.0 TSI Highline Plus,1402684.0,26000,Petrol,Manual,2021,2987,5,Volkswagen
Renault Duster 85PS Diesel RxS,1174496.0,70000,Diesel,Manual,2019,1198,5,Renault
Honda Amaze E i-Vtech,485906.0,80000,Petrol,Manual,2016,1196,5,Honda
Ford Figo Petrol EXI,241610.0,157000,Petrol,Manual,2010,2184,5,Ford
Mahindra Thar LX 4-Str Hard Top Diesel,2342281.0,15550,Diesel,Manual,2021,1248,4,Mahindra
Mahindra XUV500 AT W10 FWD,1872483.0,59432,Diesel,Automatic,2017,1598,7,Mahindra
Skoda Rapid 1.6 MPI Style BSIV,1402684.0,53047,Petrol,Manual,2020,1598,5,Skoda
Volkswagen Vento 1.6 Highline,1040268.0,46464,Petrol,Manual,2016,998,5,Volkswagen
Maruti Zen Estilo VXI BSIII,161073.0,70000,Petrol,Manual,2007,1461,5,Maruti
Renault Duster 85PS Diesel RxS,1442953.0,23000,Diesel,Manual,2019,2199,5,Renault
Kia Carnival Limousine,4630872.0,30000,Diesel,Automatic,2020,2143,7,Kia
Mercedes-Benz GLC 220d 4MATIC Sport,6543624.0,22000,Diesel,Automatic,2018,2596,5,Mercedes-Benz
Force Gurkha Xplorer,1234899.0,35000,Diesel,Manual,2018,1582,7,Force
Hyundai Creta 1.6 CRDi SX,1409395.0,80000,Diesel,Manual,2016,1799,5,Hyundai
Premier Rio Petrol GLX,469798.0,95000,Petrol,Manual,2014,2523,5,Premier
Mahindra Jeep CL 500 MDI,348993.0,100000,Diesel,Manual,1995,1199,6,Mahindra
Chevrolet Beat LS,241610.0,50000,Petrol,Manual,2012,1197,5,Chevrolet
Maruti Ritz VXI,704697.0,64000,Petrol,Manual,2015,1496,5,Maruti
Ford Ecosport 1.5 Petrol Titanium Plus AT,1456375.0,15509,Petrol,Automatic,2020,1498,5,Ford
Ford Ecosport 1.5 Diesel Titanium,1295302.0,43203,Diesel,Manual,2018,1086,5,Ford
Hyundai i10 Era,357046.0,80000,Petrol,Manual,2007,1493,5,Hyundai
Hyundai Creta SX Diesel,2409395.0,50000,Diesel,Manual,2020,998,5,Hyundai
Maruti Celerio ZXI AT,617449.0,40000,Petrol,Automatic,2017,1498,5,Maruti
Skoda Rapid 1.5 TDI Ambition BSIV,1335570.0,111000,Diesel,Manual,2020,1298,5,Skoda
Maruti Esteem Vxi - BSIII,161073.0,73000,Petrol,Manual,2006,2982,5,Maruti
Toyota Fortuner 4x2 Manual,2248322.0,220000,Diesel,Manual,2014,1197,7,Toyota
Hyundai Grand i10 1.2 Kappa Sportz Option,718120.0,11717,Petrol,Manual,2017,2143,5,Hyundai
Mercedes-Benz GLE 250d,7583892.0,46000,Diesel,Automatic,2019,1197,5,Mercedes-Benz
Hyundai Grand i10 Nios Sportz,869798.0,15000,Petrol,Manual,2021,1248,5,Hyundai
Maruti Ertiga ZDI,798657.0,110000,Diesel,Manual,2013,2179,7,Maruti
Mahindra XUV500 AT W10 FWD,1912751.0,66968,Diesel,Automatic,2016,1248,7,Mahindra
Mahindra Bolero ZLX,986577.0,70000,Diesel,Manual,2018,1197,7,Mahindra
Maruti Swift Dzire AMT ZXI Plus,1013422.0,47000,Petrol,Automatic,2017,1298,5,Maruti
Maruti Swift ZXI ABS,335570.0,110000,Petrol,Manual,2006,1199,5,Maruti
Volkswagen Polo Diesel Highline 1.2L,664429.0,81000,Diesel,Manual,2012,1497,5,Volkswagen
Honda City CVT,302013.0,70000,Petrol,Automatic,2005,1497,5,Honda
Hyundai Creta SX Executive,2140939.0,12662,Petrol,Manual,2021,1591,5,Hyundai
Hyundai Creta 1.6 E Plus,1375838.0,14000,Petrol,Manual,2018,1591,5,Hyundai
Hyundai Verna 1.6 SX VTVT,771812.0,56000,Petrol,Manual,2014,1248,5,Hyundai
Maruti Vitara Brezza VDi Option,1336912.0,54000,Diesel,Manual,2019,1197,5,Maruti
Hyundai i20 Magna Plus,1040268.0,63000,Petrol,Manual,2020,1797,5,Hyundai
Hyundai Elantra SX,697986.0,40000,Petrol,Manual,2013,1061,5,Hyundai
Maruti Zen Estilo 1.1 VXI BSIII,281879.0,60000,Petrol,Manual,2008,1498,5,Maruti
Maruti Ertiga SHVS VDI,872483.0,120000,Diesel,Manual,2016,1462,7,Maruti
Toyota Urban cruiser Mid,785234.0,15000,Petrol,Manual,2022,1298,5,Toyota
Maruti Swift Dzire ZXi,391946.0,295000,Petrol,Manual,2009,1248,5,Maruti
Maruti Baleno 1.3 Alpha,872483.0,60000,Diesel,Manual,2017,1498,5,Maruti
Renault Scala RxZ AT,570469.0,50000,Petrol,Automatic,2014,1198,5,Renault
Honda Brio VX,597315.0,55000,Petrol,Manual,2014,1499,5,Honda
Ford Ecosport 1.5 Ti VCT AT Titanium,906040.0,77000,Petrol,Automatic,2014,1197,5,Ford
Hyundai i20 Sportz 1.2,715436.0,33389,Petrol,Manual,2015,1396,5,Hyundai
Hyundai Verna 1.4 VTVT,719463.0,17526,Petrol,Manual,2014,1197,5,Hyundai
Hyundai Grand i10 1.2 Kappa Sportz BSIV,757046.0,15757,Petrol,Manual,2018,1197,5,Hyundai
Hyundai i10 Sportz,373154.0,8183,Petrol,Manual,2012,1197,5,Hyundai
Maruti Baleno 1.2 Zeta,782550.0,32590,Petrol,Manual,2017,1497,5,Maruti
Honda City i VTEC VX,938255.0,45423,Petrol,Manual,2016,1591,5,Honda
Maruti Ignis 1.2 Sigma BSIV,608053.0,22915,Petrol,Manual,2017,1197,5,Maruti
Maruti Swift Dzire ZXI,806711.0,72123,Petrol,Manual,2017,1197,5,Maruti
Hyundai i20 1.2 Spotz,771812.0,37965,Petrol,Manual,2017,1197,5,Hyundai
Hyundai Grand i10 1.2 Kappa Asta,711409.0,27651,Petrol,Manual,2018,1199,5,Hyundai
Honda Jazz 1.2 V i VTEC,664429.0,92771,Petrol,Manual,2016,1591,5,Honda
Hyundai Verna VTVT 1.6 SX Option,1379865.0,51956,Petrol,Manual,2018,1198,5,Hyundai
Mahindra KUV 100 mFALCON G80 K4 Plus 5str,535570.0,34048,Petrol,Manual,2017,2993,5,Mahindra
BMW 7 Series 730Ld DPE Signature,8523489.0,47000,Diesel,Automatic,2017,1968,5,BMW
Mercedes-Benz GLC 220d 4MATIC,6409395.0,43000,Diesel,Automatic,2019,1591,5,Mercedes-Benz
Hyundai Creta 1.6 VTVT E Plus,1088590.0,58596,Petrol,Manual,2017,2967,5,Hyundai
Audi Q7 45 TDI Quattro Technology,6510067.0,70000,Diesel,Automatic,2017,1248,7,Audi
Maruti Ciaz ZDi Plus SHVS,906040.0,69000,Diesel,Manual,2016,1197,5,Maruti
Hyundai i10 Magna,306040.0,50152,Petrol,Manual,2011,1461,5,Hyundai
Renault Duster 85PS Diesel RxL,689932.0,62164,Diesel,Manual,2014,1591,5,Renault
Hyundai Creta 1.6 VTVT E Plus,1100671.0,49929,Petrol,Manual,2017,1197,5,Hyundai
Maruti Ignis 1.2 Alpha BSIV,659060.0,60393,Petrol,Manual,2017,1598,5,Maruti
Skoda Rapid 1.6 MPI AT Elegance Plus,789261.0,46281,Petrol,Automatic,2016,1199,5,Skoda
Honda Jazz 1.2 V i VTEC,742281.0,53201,Petrol,Manual,2017,1798,5,Honda
Toyota Corolla Altis G MT,953020.0,80056,Petrol,Manual,2015,1197,5,Toyota
Hyundai Grand i10 Sportz,429530.0,76175,Petrol,Manual,2013,1497,5,Hyundai
Honda City i VTEC V,806711.0,51493,Petrol,Manual,2015,1197,5,Honda
Maruti Swift Dzire ZXI,714093.0,63141,Petrol,Manual,2015,1248,5,Maruti
Maruti Baleno 1.3 Alpha,873825.0,37057,Diesel,Manual,2017,1798,5,Maruti
Toyota Corolla Altis GL MT,1143624.0,60865,Petrol,Manual,2015,2179,5,Toyota
Mahindra XUV500 W7 BSIV,1489932.0,45407,Diesel,Manual,2018,2179,7,Mahindra
Mahindra XUV500 W5 BSIV,1587919.0,52652,Diesel,Manual,2019,1497,7,Mahindra
Mahindra XUV300 W8 Option Diesel BSIV,1422818.0,42923,Diesel,Manual,2019,1591,5,Mahindra
Hyundai Creta 1.6 VTVT SX Plus Dual Tone,1234899.0,56052,Petrol,Manual,2017,1396,5,Hyundai
Hyundai i20 Active 1.4,873825.0,42923,Diesel,Manual,2017,1591,5,Hyundai
Hyundai Verna VTVT 1.6 SX,1132885.0,32733,Petrol,Manual,2018,1086,5,Hyundai
Hyundai Santro Xing GL,283221.0,62207,Petrol,Manual,2013,1197,5,Hyundai
Hyundai i20 1.2 Asta Option,809395.0,48352,Petrol,Manual,2017,1199,5,Hyundai
Maruti Ciaz ZXi,845637.0,43168,Petrol,Manual,2016,1248,5,Maruti
Maruti SX4 S Cross DDiS 200 Alpha,1104697.0,69517,Diesel,Manual,2017,1197,5,Maruti
Maruti Baleno 1.2 CVT Zeta,829530.0,54166,Petrol,Automatic,2016,1399,5,Maruti
Ford Figo Diesel ZXI,382550.0,67000,Diesel,Manual,2014,1197,5,Ford
Maruti Swift Dzire VXi AT,570469.0,21000,Petrol,Automatic,2012,998,5,Maruti
Maruti Wagon R LXI CNG Optional,523489.0,67200,Cng,Manual,2014,1248,5,Maruti
Maruti Ciaz ZDi Plus SHVS,906040.0,69000,Diesel,Manual,2016,998,5,Maruti
Maruti Wagon R AMT VXI,570469.0,46000,Petrol,Automatic,2015,1991,5,Maruti
Mercedes-Benz CLA 200 Sport Edition,2805369.0,42000,Petrol,Automatic,2016,998,5,Mercedes-Benz
Maruti Wagon R CNG LXI,657718.0,59000,Cng,Manual,2019,1968,5,Maruti
Audi A6 35 TDI,3236241.0,50000,Diesel,Automatic,2015,2179,5,Audi
Mahindra XUV500 W8 FWD,657718.0,115000,Diesel,Manual,2012,1799,7,Mahindra
Honda Civic 1.8 V AT,530201.0,68000,Petrol,Automatic,2010,1995,5,Honda
BMW 3 Series 320i Sedan,1033557.0,29000,Petrol,Automatic,2012,1199,5,BMW
Honda Jazz V CVT,771812.0,68000,Petrol,Automatic,2016,1199,5,Honda
Honda Jazz 1.2 V i VTEC,731543.0,43000,Petrol,Manual,2016,1968,5,Honda
Hyundai Accent Executive,248322.0,68000,Petrol,Manual,2009,1197,5,Hyundai
Hyundai Grand i10 AT Asta,724832.0,31000,Petrol,Automatic,2016,1497,5,Hyundai
Honda City 1.5 S MT,436241.0,60000,Petrol,Manual,2011,1498,5,Honda
Nissan Sunny XL,483221.0,59000,Petrol,Manual,2013,1199,5,Nissan
Chevrolet Beat LT,328859.0,61000,Petrol,Manual,2014,1991,5,Chevrolet
Maruti Swift Dzire VXI,785234.0,41000,Petrol,Manual,2016,1197,5,Maruti
Hyundai i20 Asta Option 1.2,664429.0,40008,Petrol,Manual,2014,1591,5,Hyundai
Hyundai Creta 1.6 SX,1644295.0,38170,Petrol,Manual,2019,1248,5,Hyundai
Maruti Ciaz ZDi Plus SHVS,973154.0,47000,Diesel,Manual,2016,1248,5,Maruti
Maruti SX4 S Cross Alpha DDiS 200 SH,1308724.0,42332,Diesel,Manual,2018,1498,5,Maruti
Nissan Sunny XE,382550.0,34000,Petrol,Manual,2012,1197,5,Nissan
Maruti Swift VVT VXI,738255.0,13000,Petrol,Manual,2017,1462,5,Maruti
Maruti Ciaz Alpha AT,1510067.0,10000,Petrol,Automatic,2021,1197,5,Maruti
Hyundai i20 1.2 Asta Option with Sunroof,535570.0,37000,Petrol,Manual,2012,1591,5,Hyundai
Hyundai Creta 1.6 SX Automatic Diesel,1335570.0,129000,Diesel,Automatic,2016,1353,5,Hyundai
Kia Seltos GTX Plus DCT,2578523.0,20000,Petrol,Automatic,2021,1197,5,Kia
Maruti Swift VXI,535570.0,39000,Petrol,Manual,2013,998,5,Maruti
Maruti Wagon R LXI CNG,624161.0,72000,Cng,Manual,2017,1582,5,Maruti
BMW 3 Series GT Luxury Line,3422818.0,66000,Diesel,Automatic,2016,1991,5,BMW
Mercedes-Benz CLA 200 CGI Sport,2617449.0,27000,Petrol,Automatic,2016,1591,5,Mercedes-Benz
Hyundai Verna 1.6 VTVT AT SX,872483.0,94000,Petrol,Automatic,2016,998,5,Hyundai
Hyundai Venue S Turbo,1194630.0,26000,Petrol,Manual,2019,998,5,Hyundai
Hyundai Venue SX Opt iMT,1510067.0,1199,Petrol,Manual,2021,2143,5,Hyundai
Mercedes-Benz GLE 250d,5302013.0,51000,Diesel,Automatic,2016,2967,5,Mercedes-Benz
Audi Q7 3.0 TDI Quattro Premium Plus,2651006.0,83800,Diesel,Automatic,2013,1364,7,Audi
Toyota Etios Cross 1.4L VD,731543.0,75000,Diesel,Manual,2016,998,5,Toyota
Maruti Alto K10 2010-2014 VXI,302013.0,13000,Petrol,Manual,2012,1197,5,Maruti
Maruti Swift Dzire VXI 1.2 BS IV,838926.0,43136,Petrol,Manual,2017,1997,5,Maruti
Mercedes-Benz GLE 250d,5704697.0,46000,Diesel,Automatic,2016,1198,5,Mercedes-Benz
Volkswagen Polo Petrol Highline 1.2L,463087.0,32000,Petrol,Manual,2013,1995,5,Volkswagen
BMW 3 Series 320d Sport Line,2248322.0,50000,Diesel,Automatic,2014,1497,5,BMW
Honda City i VTEC CVT SV,986577.0,58000,Petrol,Automatic,2016,1497,5,Honda
Honda City VTEC,212080.0,86108,Petrol,Manual,2006,1198,5,Honda
Nissan Micra XV,335570.0,55630,Petrol,Manual,2011,1199,5,Nissan
Chevrolet Beat LS,179865.0,63723,Petrol,Manual,2010,2400,5,Chevrolet
Volvo S60 D5 Summum,1778523.0,33000,Diesel,Automatic,2014,998,5,Volvo
Maruti Wagon R LXI CNG,456375.0,75270,Cng,Manual,2016,1197,5,Maruti
Hyundai i20 1.2 Asta,354362.0,80502,Petrol,Manual,2011,1368,5,Hyundai
Fiat Linea 1.4 Emotion,300671.0,39520,Petrol,Manual,2013,2498,5,Fiat
Mahindra XUV500 W8 2WD,621476.0,116509,Diesel,Manual,2012,2967,7,Mahindra
Audi A6 3.0 TDI Quattro Technology,1456375.0,76398,Diesel,Automatic,2012,1995,5,Audi
BMW 3 Series 320d Luxury Line,3589261.0,36000,Diesel,Automatic,2017,1248,5,BMW
Maruti Ciaz VDi Plus SHVS,810738.0,64803,Diesel,Manual,2016,1197,5,Maruti
Hyundai i20 1.2 Sportz,338255.0,34453,Petrol,Manual,2010,1197,5,Hyundai
Maruti Swift Dzire AMT VXI,771812.0,17348,Petrol,Automatic,2017,1968,5,Maruti
Audi Q5 2.0 TDI Premium Plus,1966442.0,51000,Diesel,Automatic,2013,1497,5,Audi
Honda City i VTEC VX Option,758389.0,58000,Petrol,Manual,2014,1497,5,Honda
BMW X1 sDrive 20d xLine,5872483.0,22000,Diesel,Automatic,2020,0,5,BMW
Tata Nexon EV Prime XZ Plus,2080536.0,10000,Electric,Automatic,2022,2993,5,Tata
BMW 7 Series 730Ld M Sport,9731543.0,22000,Diesel,Automatic,2017,1193,4,BMW
Tata Zest Revotron 1.2T XMS,436241.0,65000,Petrol,Manual,2015,1995,5,Tata
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2181208.0,59000,Diesel,Automatic,2018,1199,5,Hyundai
Honda Jazz 1.2 V AT i VTEC Privilege,664429.0,42306,Petrol,Automatic,2015,1197,5,Honda
Maruti Swift Dzire VXI,624161.0,26000,Petrol,Manual,2014,998,5,Maruti
Maruti A-Star Vxi,214765.0,71000,Petrol,Manual,2009,1984,5,Maruti
Volkswagen Beetle 2.0,1577181.0,44000,Petrol,Automatic,2010,1999,4,Volkswagen
Honda Amaze VX i-Vtech,630872.0,19062,Petrol,Manual,2015,1199,5,Honda
Honda WR-V i-VTEC VX,1120805.0,28000,Petrol,Manual,2018,2993,5,Honda
Hyundai Grand i10 Asta,523489.0,28148,Petrol,Manual,2014,1199,5,Hyundai
Volkswagen Polo Diesel Highline 1.2L,534228.0,83634,Diesel,Manual,2013,1373,5,Volkswagen
Maruti Ertiga BSIV ZXI,954362.0,36845,Petrol,Manual,2016,1798,7,Maruti
Toyota Corolla Altis VL AT,1048322.0,57000,Petrol,Automatic,2015,1591,5,Toyota
Hyundai Creta 1.6 VTVT SX Plus,1107382.0,43417,Petrol,Manual,2015,1199,5,Hyundai
Honda Amaze S CVT Petrol BSIV,1040268.0,4800,Petrol,Automatic,2019,1197,5,Honda
Mercedes-Benz E-Class E250 CDI,2718120.0,30000,Diesel,Automatic,2015,1591,5,Mercedes-Benz
